mood,age,gender,subject,semester,sibilings,living,employment,personality,relationship,wakeup,breakfast,launch,dinner,sleep,hobbies,smoker,alcoholic,drug_addicted,friends,hangout,social_events,pray,sports,exercise,meditation,video_games,study_hours,phone_hours,medication,movies_per_week,music hours,depression,category
Tensed,21,Male,Pharmacy,4,1,With family,Part time,Introvert,Single,8:00:00 AM,8:10:00 AM,2:00:00 PM,9:00:00 AM,3:00:00 AM,"Music, Photography, Traveling",No,No,No,4,Sometimes,Not at all,Sometimes,Not at all,Sometimes,Sometimes,Very Often,3,more than 8,Yes,3,1,12,Moderate
Tensed,21,Male,Business,5,3,With family,None,Introvert,Single,9:00:00 AM,10:00:00 AM,3:00:00 PM,10:00:00 AM,2:00:00 AM,Music,No,No,No,3,Often,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Very Often,2,3 to 5,No,2,1,4,None
Lost,21,Female,Art and Creative Studies,4,3,With family,None,Ambivert,Single,8:00:00 AM,8:30:00 AM,2:00:00 PM,11:00:00 AM,1:00:00 AM,Painting,No,No,No,4,Sometimes,Often,Sometimes,Not at all,Not at all,Not at all,Not at all,0,6 to 8,No,0,1,15,Moderate
Happy,24,Male,Pharmacy,8,2,With family,None,Ambivert,Single,10:00:00 AM,10:00:00 AM,2:00:00 PM,12:00:00 PM,2:00:00 AM,"Traveling, Cooking ",No,No,No,8,Very Often,Often,Regularly,Sometimes,Sometimes,Not at all,Very Often,1,more than 8,No,2,1,12,Moderate
Angry,22,Female,Business,4,2,Without family,Part time,Ambivert,Married,10:10:00 AM,11:20:00 AM,2:30:00 AM,1:00:00 PM,3:00:00 AM,"Dancing, Photography",Yes,No,No,2,Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Very Often,0,more than 8,No,3,1,7,Moderate
Lost,22,Male,Business,7,0,With family,None,Ambivert,Single,10:30:00 AM,12:00:00 AM,2:00:00 PM,2:00:00 PM,3:00:00 AM,"Music, Guitar",Yes,Yes,Yes,2,Often,Sometimes,Regularly,Sometimes,Regularly,Not at all,Sometimes,2,more than 8,No,1,7,25,Severe
Happy,23,Male,Pharmacy,9,2,With family,Part time,Ambivert,Single,9:30:00 AM,11:00:00 AM,3:00:00 PM,3:00:00 PM,1:00:00 PM,"Music, Photography, Gaming",Yes,No,No,3,Sometimes,Not at all,Sometimes,Regularly,Not at all,Not at all,Very Often,2,6 to 8,No,1,3,14,Moderate
Sad,22,Female,Business,8,1,Without family,Part time,Ambivert,In a relationship,10:00:00 AM,11:00:00 AM,3:00:00 PM,4:00:00 PM,2:00:00 PM,"Music, Dancing, Photography, Traveling",No,No,No,5,Often,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Not at all,1,3 to 5,No,1,1,8,Moderate
Happy,24,Female,Botany,9,1,With family,None,Introvert,Single,10:00:00 AM,10:30:00 AM,2:00:00 AM,5:00:00 PM,11:30:00 AM,Dancing,No,No,No,2,Often,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Sometimes,1,more than 8,No,1,1,9,Moderate
Lost,20,Female,Biochemistry,3,2,With family,None,Introvert,Single,9:00:00 AM,9:30:00 AM,2:00:00 PM,6:00:00 PM,2:00:00 AM,"Dancing, Photography, Painting",No,No,No,1,Sometimes,Sometimes,Sometimes,Not at all,Regularly,Not at all,Not at all,5,0 to 2,No,0,3,7,Moderate
Tensed,22,Female,Business,9,1,With family,None,Ambivert,In a relationship,9:30:00 AM,10:30:00 AM,2:30:00 AM,7:00:00 PM,1:00:00 AM,Music,No,No,No,4,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,3,more than 8,No,2,2,11,Moderate
Sad,22,Male,Business,5,1,With family,None,Introvert,Single,12:00:00 PM,12:00:00 AM,4:00:00 PM,8:00:00 PM,5:00:00 AM,"Photography, Traveling",Yes,Yes,No,5,Very Often,Often,Regularly,Not at all,Sometimes,Sometimes,Not at all,6,6 to 8,No,5,2,5,Moderate
Happy,23,Male,Business,10,1,With family,None,Extrovert,Single,11:10:00 AM,11:30:00 PM,2:30:00 PM,9:00:00 PM,2:00:00 AM,"Music, Gaming",No,No,No,4,Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Very Often,1,3 to 5,No,4,1,11,Moderate
Happy,23,Female,Business,8,1,With family,None,Ambivert,Married,9:30:00 AM,11:00:00 AM,3:00:00 AM,10:00:00 PM,3:30:00 AM,"Traveling, Cooking",No,No,No,2,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,3,3 to 5,Yes,1,0,3,None
Tensed,22,Male,Business,4,1,With family,None,Ambivert,In a relationship,10:00:00 AM,10:30:00 AM,3:30:00 AM,11:00:00 PM,1:00:00 AM,None,Yes,Yes,No,4,Often,Sometimes,Not at all,Not at all,Sometimes,Not at all,Often,1,more than 8,Yes,1,0,20,Severe
Lost,21,Male,Business,5,1,With family,None,Ambivert,In a relationship,11:11:00 AM,12:11:00 PM,2:11:00 PM,12:00:00 AM,2:11:00 AM,Music,Yes,Yes,No,5,Very Often,Sometimes,Sometimes,Sometimes,Regularly,Not at all,Often,1,more than 8,No,4,2,21,Severe
Happy,22,Male,Business,7,2,With family,None,Introvert,Single,11:00:00 AM,11:30:00 AM,3:00:00 PM,1:00:00 AM,1:00:00 AM,Music,No,No,No,4,Sometimes,Sometimes,Regularly,Sometimes,Regularly,Sometimes,Often,2,6 to 8,No,2,2,12,Moderate
Lost,23,Male,Pharmacy,8,2,With family,None,Introvert,Single,8:00:00 AM,12:00:00 PM,2:00:00 AM,2:00:00 AM,1:00:00 AM,Traveling,No,No,No,3,Sometimes,Not at all,Regularly,Sometimes,Not at all,Not at all,Very Often,0,more than 8,Yes,4,0,11,Moderate
Happy,21,Male,Geography & Environment ,2,2,Without family,Part time,Ambivert,In a relationship,11:00:00 AM,11:30:00 AM,2:00:00 AM,3:00:00 AM,4:00:00 AM,Photography,No,No,No,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Regularly,Not at all,5,6 to 8,Yes,2,1,9,Moderate
Sad,22,Female,Business,8,3,With family,None,Introvert,In a relationship,10:30:00 AM,1:00:00 AM,4:00:00 AM,4:00:00 AM,3:30:00 AM,Dancing,Yes,No,No,2,Sometimes,Very Often,Sometimes,Not at all,Sometimes,Not at all,Not at all,1,3 to 5,No,1,2,13,Moderate
Sad,19,Male,International Relations ,4,1,With family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,2:30:00 PM,5:00:00 AM,1:00:00 AM,Gaming,No,No,No,3,Not at all,Sometimes,Sometimes,Not at all,Not at all,Not at all,Very Often,1,more than 8,No,0,1,8,Moderate
Happy,24,Male,Pharmacy,9,2,With family,None,Ambivert,Single,11:00:00 AM,11:30:00 AM,2:30:00 PM,6:00:00 AM,3:00:00 AM,"Music, Traveling",No,No,No,10,Sometimes,Very Often,Sometimes,Not at all,Sometimes,Not at all,Not at all,0,0 to 2,No,1,1,1,None
Angry,20,Female,College,2,1,With family,Part time,Ambivert,Single,10:00:00 AM,11:00:00 AM,3:00:00 PM,7:00:00 AM,1:00:00 AM,"Photography, Painting, Traveling",No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Not at all,Not at all,4,3 to 5,No,1,0,5,Moderate
Sad,26,Male,Engineering,12,1,With family,None,Ambivert,Single,7:00:00 AM,8:00:00 AM,2:00:00 PM,8:00:00 AM,11:30:00 PM,None,Yes,Yes,No,11,Often,Sometimes,Not at all,Not at all,Not at all,Not at all,Sometimes,0,more than 8,No,1,0,13,Moderate
Tensed,21,Male,Engineering,12,2,With family,None,Ambivert,Single,9:00:00 AM,11:00:00 AM,3:00:00 AM,9:00:00 AM,1:00:00 AM,None,No,No,No,0,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Often,3,more than 8,No,3,1,9,Moderate
Happy,20,Male, ?????????????? ????? ??????????? ,1,1,With family,None,Ambivert,Single,4:30:00 AM,4:45:00 AM,1:00:00 PM,10:00:00 AM,1:00:00 AM,None,No,No,No,3,Often,Sometimes,Regularly,Not at all,Not at all,Not at all,Very Often,4,6 to 8,No,5,1,14,Moderate
Happy,21,Male,Microbiology,2,2,With family,None,Ambivert,Single,10:00:00 AM,10:45:00 AM,2:40:00 PM,11:00:00 AM,1:30:00 AM,"Photography, Traveling",No,No,No,5,Sometimes,Sometimes,Regularly,Not at all,Not at all,Not at all,Sometimes,3,3 to 5,No,2,2,8,Moderate
Lost,19,Female,MBBS,12,1,With family,None,Introvert,Single,7:30:00 AM,2:05:00 PM,12:00:00 AM,12:00:00 PM,8:08:00 PM,"Music, Dancing, Photography, Traveling",No,No,No,0,Not at all,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,0,more than 8,No,5,10,16,Moderate
Tensed,23,Female,Business,6,1,With family,Part time,Ambivert,Single,8:00:00 AM,8:30:00 AM,3:00:00 AM,1:00:00 PM,12:30:00 PM,"Dancing, watching movies and reading",No,No,No,15,Very Often,Very Often,Regularly,Not at all,Sometimes,Sometimes,Not at all,2,6 to 8,No,5,0,8,Moderate
Happy,25,Male,MBBS,5,1,Without family,None,Ambivert,Single,5:00:00 AM,8:30:00 AM,1:00:00 AM,2:00:00 PM,12:00:00 AM,None,No,No,No,4,Very Often,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Sometimes,8,0 to 2,No,0,0,4,None
Tensed,21,Female,Architecture,12,1,With family,Part time,Ambivert,Single,12:00:00 PM,12:30:00 PM,5:00:00 PM,3:00:00 PM,5:00:00 AM,"Photography, Painting",No,No,No,3,Sometimes,Often,Sometimes,Not at all,Sometimes,Sometimes,Not at all,5,0 to 2,Yes,5,6,14,Moderate
Happy,25,Male,Engineering,8,1,Without family,None,Ambivert,Single,10:00:00 AM,11:00:00 AM,1:00:00 PM,4:00:00 PM,2:00:00 AM,Painting,No,No,No,3,Sometimes,Often,Sometimes,Not at all,Not at all,Not at all,Often,0,3 to 5,No,3,3,8,Moderate
Tensed,23,Male,Engineering,11,1,With family,None,Ambivert,In a relationship,10:30:00 AM,12:00:00 PM,3:30:00 PM,5:00:00 PM,4:00:00 AM,"Music, Photography, Riding",Yes,No,No,3,Very Often,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Not at all,1,3 to 5,No,2,2,15,Moderate
Happy,17,Female,MBBS,1,2,With family,None,Introvert,Single,7:30:00 AM,8:00:00 AM,3:00:00 AM,6:00:00 PM,12:00:00 PM,"Music, Photography, Painting, Traveling",No,No,No,3,Sometimes,Often,Regularly,Not at all,Sometimes,Not at all,Sometimes,5,3 to 5,No,1,1,6,Moderate
Tensed,21,Female,Microbiology,9,3,With family,None,Introvert,Single,8:00:00 AM,10:00:00 AM,2:00:00 PM,7:00:00 PM,12:00:00 AM,Traveling,No,No,No,3,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Often,3,3 to 5,No,4,2,17,Moderate
Lost,20,Female,Business,2,1,With family,Part time,Ambivert,Single,8:20:00 AM,10:00:00 AM,2:00:00 AM,8:00:00 PM,1:00:00 AM,"None, Music",No,No,No,0,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Sometimes,Very Often,1,more than 8,No,0,2,14,Moderate
Happy,22,Female,Business,7,3,With family,Part time,Introvert,Single,11:30:00 AM,12:30:00 PM,3:30:00 PM,9:00:00 PM,5:00:00 AM,"Music, Dancing, Traveling",No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Not at all,Not at all,Not at all,1,3 to 5,No,2,2,15,Moderate
Tensed,20,Female,Engineering,1,1,With family,None,Ambivert,In a relationship,8:00:00 AM,8:30:00 AM,1:00:00 PM,10:00:00 PM,1:00:00 AM,"Music, Painting, Traveling",No,No,No,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,0,6 to 8,Yes,5,0,20,Severe
Sad,23,Male,Business,9,4,With family,None,Ambivert,Single,8:00:00 AM,9:00:00 AM,1:30:00 PM,11:00:00 PM,12:30:00 AM,"Music, Photography, Traveling",No,No,No,3,Sometimes,Not at all,Sometimes,Sometimes,Regularly,Not at all,Often,2,3 to 5,No,3,2,15,Moderate
Happy,21,Female,Environment Management,5,1,With family,Part time,Extrovert,Single,9:00:00 AM,11:00:00 AM,4:00:00 PM,12:00:00 AM,1:00:00 AM,"Music, Dancing, Traveling",No,No,No,6,Often,Often,Sometimes,Not at all,Sometimes,Sometimes,Not at all,3,6 to 8,No,2,2,11,Moderate
Tensed,25,Male,Mathematics,12,2,With family,None,Extrovert,In a relationship,10:00:00 AM,1:30:00 PM,6:00:00 PM,1:00:00 AM,3:00:00 AM,Traveling,Yes,Yes,No,2,Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,0,3 to 5,No,0,0,6,Moderate
Lost,23,Male,Business,8,3,With family,None,Ambivert,In a relationship,12:00:00 PM,12:30:00 PM,3:00:00 PM,2:00:00 AM,4:00:00 AM,"Music, Traveling",No,No,No,4,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,Sometimes,1,0 to 2,No,2,1,14,Moderate
Angry,24,Male,MBBS,5,3,With family,None,Extrovert,Single,9:00:00 AM,9:00:00 AM,1:00:00 PM,3:00:00 AM,2:00:00 AM,Coin collection ,Yes,No,No,4,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,4,3 to 5,No,1,1,5,Moderate
Tensed,22,Male,MBBS,4,1,With family,None,Introvert,In a relationship,9:00:00 AM,10:00:00 AM,3:00:00 AM,4:00:00 AM,2:00:00 AM,None,No,No,No,0,Very Often,Not at all,Sometimes,Not at all,Sometimes,Not at all,Sometimes,5,3 to 5,Yes,0,1,13,Moderate
Tensed,24,Male,Engineering,8,1,Without family,None,Introvert,Single,5:00:00 PM,5:30:00 PM,10:00:00 PM,5:00:00 AM,6:00:00 AM,Music,No,No,No,1,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,0,3 to 5,No,2,3,17,Moderate
Tensed,26,Male,MBBS,5,2,Without family,None,Ambivert,In a relationship,7:00:00 AM,8:30:00 AM,1:15:00 PM,6:00:00 AM,1:00:00 AM,"Photography, Traveling",No,No,No,7,Sometimes,Very Often,Regularly,Sometimes,Not at all,Not at all,Sometimes,10,0 to 2,No,0,0,11,Moderate
Happy,22,Female,Business,9,1,With family,None,Ambivert,Engaged,9:30:00 AM,10:00:00 AM,2:00:00 PM,7:00:00 AM,12:00:00 AM,Makeover,No,No,No,3,Not at all,Not at all,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,0,more than 8,No,2,1,10,Moderate
Happy,24,Female,MBBS,12,4,With family,None,Ambivert,In a relationship,7:00:00 AM,9:30:00 AM,1:00:00 AM,8:00:00 AM,11:00:00 PM,Traveling,No,No,No,1,Sometimes,Sometimes,Sometimes,Not at all,Regularly,Not at all,Not at all,6,more than 8,No,1,1,3,None
Happy,20,Male,CSE,1,2,With family,None,Ambivert,Single,11:00:00 AM,12:00:00 PM,3:00:00 PM,9:00:00 AM,4:00:00 AM,"Music, Photography, Painting, Traveling, Programming, Designing",No,No,No,0,Sometimes,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,0,6 to 8,No,0,2,11,Moderate
Sad,21,Male,Engineering,4,3,With family,None,Ambivert,Single,8:00:00 AM,9:00:00 AM,2:00:00 PM,10:00:00 AM,12:00:00 AM,Traveling,Yes,No,No,10,Sometimes,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Often,3,6 to 8,No,1,2,3,None
Sad,23,Female,Engineering,10,2,With family,None,Introvert,Single,11:00:00 AM,11:30:00 AM,2:30:00 PM,11:00:00 AM,3:30:00 AM,Music,No,No,No,0,Not at all,Not at all,Sometimes,Not at all,Sometimes,Sometimes,Not at all,2,3 to 5,No,0,4,5,Moderate
Happy,23,Male,Engineering,11,3,Without family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,3:00:00 PM,12:00:00 PM,3:00:00 AM,"Photography, Traveling",No,No,No,10,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,1,more than 8,No,5,3,15,Moderate
Happy,23,Male,Business,12,0,With family,Part time,Introvert,Single,7:30:00 AM,9:00:00 AM,2:00:00 AM,1:00:00 PM,12:00:00 AM,"Music, Traveling",No,No,No,5,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Sometimes,1,0 to 2,No,3,1,1,None
Happy,24,Male,Engineering,10,1,With family,None,Introvert,Single,7:20:00 AM,9:00:00 AM,2:00:00 PM,2:00:00 PM,12:00:00 AM,Music,No,No,No,2,Often,Often,Regularly,Not at all,Not at all,Not at all,Often,3,6 to 8,No,0,4,10,Moderate
Happy,22,Male,Engineering,11,2,With family,None,Introvert,Single,7:00:00 AM,8:00:00 AM,2:00:00 PM,3:00:00 PM,11:00:00 PM,"Music, Photography, Traveling, Programming",No,No,No,8,Often,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Sometimes,2,3 to 5,No,2,1,1,None
Tensed,29,Male,Engineering,12,5,Without family,Full time,Introvert,In a relationship,9:00:00 AM,9:30:00 AM,2:00:00 PM,4:00:00 PM,12:00:00 AM,None,No,No,No,5,Sometimes,Not at all,Regularly,Sometimes,Sometimes,Not at all,Not at all,0,more than 8,No,4,0,9,Moderate
Happy,22,Female,Business,12,2,With family,None,Introvert,Single,7:00:00 AM,8:30:00 AM,2:00:00 PM,5:00:00 PM,11:00:00 PM,None,No,No,No,3,Often,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Not at all,4,0 to 2,No,1,1,4,None
Happy,25,Male,Engineering,15,3,With family,Full time,Introvert,Single,9:30:00 AM,12:00:00 PM,3:00:00 PM,7:00:00 PM,2:00:00 AM,"Traveling, Programming",No,No,No,10,Often,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Very Often,2,3 to 5,Yes,2,2,13,Moderate
Sad,22,Male,Engineering,11,2,With family,None,Introvert,Single,9:30:00 AM,10:30:00 AM,2:30:00 PM,8:00:00 PM,1:00:00 AM,"Music, Photography, Traveling, Programming",Yes,No,No,7,Often,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Sometimes,1,3 to 5,No,3,1,7,Moderate
Tensed,23,Male,Political Science ,7,1,With family,None,Extrovert,Single,7:00:00 AM,8:00:00 AM,3:00:00 AM,9:00:00 PM,1:37:00 AM,To be settled in Abroad ,No,No,No,13,Often,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Not at all,4,3 to 5,No,0.2,0,4,None
Happy,23,Male,MBBS,6,2,With family,None,Introvert,Single,9:00:00 AM,9:30:00 AM,3:00:00 AM,10:00:00 PM,3:00:00 AM,"Music, Photography",Yes,No,No,10,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,5,3 to 5,No,5,2,6,Moderate
Tensed,23,Male,Engineering,7,1,With family,Part time,Ambivert,Single,10:30:00 AM,11:00:00 AM,4:00:00 PM,11:00:00 PM,2:00:00 AM,Traveling,No,No,No,3,Often,Not at all,Not at all,Not at all,Regularly,Sometimes,Not at all,1,3 to 5,No,1,2,4,None
Happy,25,Male,Engineering,11,1,With family,None,Introvert,In a relationship,8:00:00 AM,9:00:00 AM,3:00:00 PM,12:00:00 AM,12:00:00 AM,"Photography, Traveling",Yes,Yes,No,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,7,3 to 5,No,0,2,10,Moderate
Angry,21,Male,Business,4,3,With family,None,Introvert,Single,8:00:00 AM,8:30:00 AM,2:00:00 PM,1:00:00 AM,3:00:00 AM,Music,No,No,No,5,Sometimes,Sometimes,Regularly,Not at all,Regularly,Not at all,Very Often,1,6 to 8,No,1,1,9,Moderate
Happy,23,Male,Engineering,13,2,With family,Part time,Introvert,Single,9:30:00 AM,10:30:00 AM,2:00:00 PM,3:00:00 AM,1:30:00 AM,"Music, Traveling, Programming",No,No,No,3,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,5,3 to 5,No,1,0,10,Moderate
Tensed,23,Male,Architecture,8,1,Without family,None,Ambivert,Single,7:30:00 AM,10:00:00 AM,2:00:00 PM,4:00:00 AM,12:00:00 AM,Watching analysis videos,No,No,No,2,Sometimes,Often,Regularly,Not at all,Not at all,Not at all,Often,4,3 to 5,No,1,0,6,Moderate
Happy,20,Female,Business,5,0,With family,None,Introvert,Single,11:00:00 AM,11:30:00 PM,3:00:00 AM,5:00:00 AM,2:00:00 AM,"Photography, Traveling",No,No,No,3,Sometimes,Often,Sometimes,Sometimes,Regularly,Not at all,Not at all,3,3 to 5,No,2,0,3,None
Happy,24,Male,Engineering,12,2,With family,None,Introvert,Single,10:00:00 AM,10:30:00 AM,2:30:00 AM,6:00:00 AM,2:00:00 AM,Traveling,No,No,No,3,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Often,2,3 to 5,No,1,1,10,Moderate
Tensed,22,Female,BPT,3,1,Without family,None,Extrovert,Single,6:00:00 AM,8:00:00 AM,2:00:00 PM,7:00:00 AM,12:00:00 PM,"Music, Photography, Painting",No,No,No,0,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,4,6 to 8,No,2,1,14,Moderate
Happy,23,Male,Business,5,1,With family,None,Introvert,Single,10:00:00 AM,10:30:00 AM,3:00:00 PM,8:00:00 AM,1:00:00 PM,"Photography, Traveling",Yes,Yes,No,3,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Often,2,3 to 5,No,1,1,4,None
Angry,22,Male,Engineering,11,1,With family,Part time,Ambivert,Single,10:30:00 AM,11:30:00 AM,3:00:00 PM,9:00:00 AM,3:30:00 AM,Music,Yes,No,No,4,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Not at all,Very Often,3,3 to 5,No,2,8,14,Moderate
Happy,24,Male,Law,10,1,With family,None,Introvert,Single,7:15:00 AM,9:00:00 AM,2:15:00 PM,10:00:00 AM,12:00:00 AM,Traveling,Yes,No,No,5,Very Often,Sometimes,Regularly,Regularly,Sometimes,Not at all,Sometimes,0,3 to 5,No,0,0,4,None
Tensed,20,Female,Business,5,2,With family,None,Ambivert,Single,8:30:00 AM,9:30:00 AM,2:00:00 AM,11:00:00 AM,12:30:00 PM,Painting,No,No,No,2,Often,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Sometimes,3,3 to 5,No,1,1,0,None
Happy,23,Male,MBBS,10,3,With family,None,Introvert,Single,7:30:00 AM,9:00:00 AM,2:30:00 AM,12:00:00 PM,12:00:00 AM,Sports ,No,No,No,6,Often,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Sometimes,4,6 to 8,No,2,1,3,None
Happy,22,Male,Engineering,11,0,With family,None,Ambivert,Single,10:00:00 AM,10:30:00 AM,2:00:00 AM,1:00:00 PM,2:00:00 AM,"Music, Traveling",No,No,No,5,Sometimes,Sometimes,Sometimes,Regularly,Regularly,Sometimes,Often,3,6 to 8,No,3,1,6,Moderate
Tensed,22,Male,Engineering,11,2,With family,None,Introvert,In a relationship,10:00:00 AM,12:00:00 AM,2:00:00 PM,2:00:00 PM,3:00:00 AM,Music,No,Yes,No,3,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,4,3 to 5,Yes,1,1,13,Moderate
Tensed,22,Female,Business,10,2,With family,Part time,Ambivert,Single,7:30:00 AM,9:15:00 AM,2:30:00 PM,3:00:00 PM,1:30:00 AM,Writing ,No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Not at all,Sometimes,3,0 to 2,Yes,1,1,12,Moderate
Lost,19,Female,Engineering,1,1,With family,None,Introvert,Single,12:06:00 AM,12:08:00 AM,12:02:00 PM,4:00:00 PM,11:30:00 PM,Photography,No,No,No,1,Not at all,Sometimes,Regularly,Regularly,Regularly,Sometimes,Not at all,7,3 to 5,No,0,2,12,Moderate
Lost,23,Male,Law,12,2,With family,None,Introvert,Single,7:00:00 AM,8:00:00 AM,2:30:00 AM,5:00:00 PM,1:00:00 AM,None,No,No,No,4,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Not at all,2,3 to 5,No,0,1,7,Moderate
Tensed,20,Female,Engineering,5,3,With family,None,Ambivert,In a relationship,11:00:00 AM,11:30:00 AM,3:00:00 AM,6:00:00 PM,2:30:00 AM,"Music, Photography, Painting, Traveling, Programming",No,No,No,3,Sometimes,Not at all,Sometimes,Sometimes,Not at all,Not at all,Very Often,2,6 to 8,No,3,3,13,Moderate
Lost,21,Female,Engineering,8,3,With family,None,Ambivert,In a relationship,11:30:00 AM,12:00:00 AM,2:00:00 PM,7:00:00 PM,4:00:00 AM,"Music, Traveling",No,No,No,0,Very Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,4,more than 8,No,5,1,25,Severe
Happy,21,Male,Engineering,1,2,With family,None,Ambivert,In a relationship,1:02:00 PM,1:01:00 PM,4:04:00 PM,8:00:00 PM,4:02:00 AM,"Music, Traveling, Programming",No,No,No,5,Often,Often,Regularly,Sometimes,Sometimes,Not at all,Sometimes,4,3 to 5,No,1,1,0,None
Happy,22,Female,Social work,4,2,With family,None,Introvert,Single,8:30:00 AM,9:30:00 AM,2:00:00 PM,9:00:00 PM,12:00:00 AM,Painting,No,No,No,1,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Not at all,Not at all,3,3 to 5,No,3,0,18,Moderate
Tensed,21,Female,Engineering,4,1,With family,None,Ambivert,Single,9:30:00 AM,10:00:00 AM,3:00:00 PM,10:00:00 PM,11:00:00 AM,"Dancing, Painting, Traveling",No,No,No,3,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,3,6 to 8,No,3,1,10,Moderate
Happy,22,Male,Engineering,3,1,Without family,Full time,Introvert,Single,7:30:00 AM,8:00:00 AM,1:30:00 PM,11:00:00 PM,3:30:00 AM,Traveling,Yes,No,No,3,Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,2,3 to 5,No,3,1,9,Moderate
Happy,24,Male,Engineering,12,3,With family,None,Introvert,Single,9:00:00 AM,9:30:00 AM,1:00:00 PM,12:00:00 AM,12:00:00 AM,Programming,No,No,No,10,Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,2,0 to 2,No,1,1,14,Moderate
Happy,21,Male,Business,5,1,With family,None,Extrovert,Single,11:00:00 AM,12:00:00 PM,4:00:00 PM,1:00:00 AM,3:00:00 AM,"Music, Traveling",Yes,Yes,Yes,6,Very Often,Very Often,Not at all,Not at all,Sometimes,Not at all,Often,0,more than 8,No,10,7,21,Severe
